# submitted_item	validated_id	current_symbol
Q02280	FBgn0000535	eag
Q7JQV9	FBgn0034204	CG10953
Q9VIM5	FBgn0032859	Arpc2
Q9W261	FBgn0034722	Rtf1
Q4V3G2	FBgn0034195	Spn53F
Q9W3J8	FBgn0030004	CG10958
M9PHD3	FBgn0030010	CG10959
Q9VU17	FBgn0036316	CG10960
Q9W3I9	FBgn0265464	Traf6
Q8IRN0	FBgn0030073	CG10962
Q9W3H4	FBgn0030026	sni
Q9W3G9	FBgn0030028	Corp
Q8MQJ7	FBgn0260945	Atg1
Q9VU11	FBgn0036310	CG10969
Q9W3A0	FBgn0030078	CG10970
Q8MQJ8	FBgn0036309	Hip1
Q9W250	FBgn0034730	ppk12
Q95RI2	FBgn0036306	CG10973
P16620	FBgn0014007	Ptp69D
Q7K1V5	FBgn0037374	jagn
Q9VNI5	FBgn0037379	CG10979
Q9Y0Y6	FBgn0027497	Madm
A0A0B4LHT4	FBgn0037384	dgrn
Q8T0E7	FBgn0036305	CG10984
P54362	FBgn0001087	g
Q9XYP8	FBgn0001612	Grip91
Q1WWC9	FBgn0023388	Dap160
Q9VY91	FBgn0030520	Pdcd4
Q9VY87	FBgn0030521	CtsB
Q9VY84	FBgn0030524	CG10993
Q9VY83	FBgn0030525	CG10996
Q9VY78	FBgn0030529	Clic
Q9VRD3	FBgn0031142	r-cup
Q9V3Z4	FBgn0028690	Rpn5
Q9VNI6	FBgn0263353	CG11000
P48375	FBgn0013954	Fkbp12
M9PI47	FBgn0262714	Sap130
Q7JW12	FBgn0034455	CG11007
Q95SE8	FBgn0036318	Wbp2
Q9V3E7	FBgn0010774	Ref1
M9PI48	FBgn0036319	Ent3
Q9VIM9	FBgn0026756	Ugt37A1
Q9VMB9	FBgn0031830	COX5B
Q7JXG2	FBgn0034464	CG11018
A0A126GUP6	FBgn0027930	MP1
A8DYV6	FBgn0016920	nompC
Q9VMQ9	FBgn0000318	cl
A0A0B4KFW5	FBgn0028372	isopeptidase-T-3
P40945	FBgn0013749	Arf102F
Q9VMM8	FBgn0031735	CG11029
Q960K3	FBgn0037235	CG1103
Q9VMM7	FBgn0031736	CG11030
Q9VHH9	FBgn0037659	Kdm2
X2J9G3	FBgn0031741	CG11034
Q9VHW5	FBgn0037544	CG11035
Q8T429	FBgn0037038	CG11037
Q9VI55	FBgn0037467	Ufl1
A1ZBR3	FBgn0034481	CG11041
Q9VMB8	FBgn0031831	COX5BL
A1ZBR6	FBgn0034484	CG11044
Q7K2N1	FBgn0034487	Efhc1.2
Q59DN9	FBgn0005561	sv
Q9VI53	FBgn0037465	CG1105
Q9VMB3	FBgn0031836	CG11050
Q9VU58	FBgn0287423	Nplp2
Q9VHX3	FBgn0040524	CG11052
Q7JR83	FBgn0034491	Hsl
Q9V498	FBgn0039928	Cals
Q07171	FBgn0010225	Gel
Q7K2W2	FBgn0033149	CG11060
Q9W289	FBgn0034697	GM130
O61643	FBgn0024913	Actbeta
Q9VY77	FBgn0030530	jub
Q9V496	FBgn0087002	apolpp
Q7K5M0	FBgn0033033	scaf
Q9VY68	FBgn0030536	CG11068
Q8MRJ2	FBgn0039244	CG11069
A0A0B4KG14	FBgn0037218	aux
Q9U4F8	FBgn0028467	CG11070
D0Z748	FBgn0034693	CG11073
Q7KQM8	FBgn0039929	CG11076
Q9V492	FBgn0039930	CG11077
Q9VIB6	FBgn0015574	alpha-Est6
H9XVP3	FBgn0025741	PlexA
A1Z6W3	FBgn0003090	pk
Q9VYL0	FBgn0030408	CG11085
A1Z6W5	FBgn0033153	Gadd45
Q9VC18	FBgn0039241	CG11089
Q9VNG2	FBgn0046222	Wdr33
Q9XZ06	FBgn0027537	Nup93-1
D1YSG4	FBgn0039932	fuss
P23023	FBgn0000504	dsx
Q9VY79	FBgn0030528	CG11095
Q9VMA7	FBgn0286898	Tango1
Q7JXU8	FBgn0034485	CG11099
Q9VNP3	FBgn0037207	Mes2
A0A0B4KEW8	FBgn0003174	pwn
Q9VY86	FBgn0030522	CG11103
Q9VZ15	FBgn0030280	CG11106
Q7K3M5	FBgn0033160	Dhx15
Q9VNQ1	FBgn0037200	CG11109
Q4QQ12	FBgn0034535	CG11110
P43125	FBgn0003218	rdgB
A8DY52	FBgn0033164	CG11112
A1Z6Y1	FBgn0033165	CG11113
Q9VNP8	FBgn0037202	Ssl1
Q9VIB5	FBgn0015575	alpha-Est7
Q9VC08	FBgn0039250	Mink
Q27350	FBgn0003460	so
Q9VZ30	FBgn0030266	CG11122
Q7JX95	FBgn0033169	CG11123
Q6XPX3	FBgn0033170	sPLA2
Q6NMT8	FBgn0033174	CG11125
Q7JRM5	FBgn0033178	CG11127
Q9VNP7	FBgn0037203	slif
P06607	FBgn0004047	Yp3
Q9VN94	FBgn0037304	CG1113
P56175	FBgn0020909	Rtc1
Q9VNP6	FBgn0037204	CG11131
Q7K3D8	FBgn0034537	DMAP1
Q9VNP5	FBgn0037205	BoYb
Q9VY93	FBgn0030518	CG11134
D0IQL1	FBgn0034540	Lrt
Q9VNQ3	FBgn0037199	EMC4
B7Z143	FBgn0030400	Pits
Q7K3Z3	FBgn0033179	p47
A0A0B4KEE1	FBgn0010548	Aldh-III
Q6NLL1	FBgn0033177	CG11141
Q9VMM6	FBgn0031737	obst-E
O97477	FBgn0025885	Inos
P91685	FBgn0019985	mGluR
Q9VMM9	FBgn0031734	CG11147
Q7KQM6	FBgn0039936	Gyf
Q0IGW5	FBgn0031732	CG11149
Q9VN88	FBgn0037299	Vps37B
Q9VY92	FBgn0030519	CG11151
Q9V481	FBgn0039937	fd102C
Q59DN5	FBgn0039938	Sox102F
Q05825	FBgn0010217	ATPsynbeta
Q9V4A0	FBgn0039927	CG11155
Q9VY97	FBgn0002878	mus101
Q9I7S2	FBgn0030511	CG11158
A1ZBX7	FBgn0034539	CG11159
Q9VN84	FBgn0037297	CG1116
M9PHK0	FBgn0030257	SmydA-4
Q9VYA2	FBgn0030509	CG11162
Q8T0G1	FBgn0025693	ZnT41F
Q9VYA4	FBgn0030507	CG11164
Q7K049	FBgn0033238	azot
Q7JRJ1	FBgn0033166	Eaf
E1JIW0	FBgn0039249	CG11168
Q9W280	FBgn0034705	CG11170
A8JUV3	FBgn0030505	NFAT
Q9W1I8	FBgn0034913	Snap29
Q7JR73	FBgn0034530	Rcd6
Q9VYA8	FBgn0030503	Tango2
Q9VYB0	FBgn0030501	BthD
Q9VYB2	FBgn0030499	CG11178
A0A0B4LG45	FBgn0034528	CG11180
Q9VMA3	FBgn0000392	cup
Q9W1H7	FBgn0025334	PHDP
Q9W1H5	FBgn0034921	DCP1
Q9W1H3	FBgn0034923	Upf3
L0MPR7	FBgn0019650	toy
Q9VM95	FBgn0031851	Aatf
P35600	FBgn0004913	Gnf1
Q9W3G0	FBgn0030035	PIG-T
Q7JVQ2	FBgn0033249	CG11191
A1ZBU1	FBgn0034507	CG11192
Q7KM13	FBgn0027788	Hey
A0A0B4LEV4	FBgn0033248	Dic3
Q7JV23	FBgn0033246	ACC
M9PC73	FBgn0046704	Liprin-alpha
Q9VZM7	FBgn0035462	IntS10
Q7K0F7	FBgn0034500	CG11200
Q9VM92	FBgn0031853	TTLL3B
Q9W3F4	FBgn0021767	org-1
Q7JY97	FBgn0003082	phr
A8DYM0	FBgn0034720	Liprin-gamma
Q9VZ62	FBgn0030241	feo
Q7K3B7	FBgn0034488	Hacl
Q86LH3	FBgn0034489	ppk6
Q9VIB3	FBgn0015576	alpha-Est8
Q6NP91	FBgn0033259	Tmem63
Q7JWF7	FBgn0033067	CG11211
Q86P36	FBgn0262867	Ptr
P07183	FBgn0000360	Cp38
Q24214	FBgn0015614	CanB2
Q8SY61	FBgn0034470	Obp56d
Q9W3E2	FBgn0024943	PIP82
Q9VM90	FBgn0031855	meng
Q8T452	FBgn0037195	CG11226
Q9VRC8	FBgn0031139	CG11227
Q8T0S6	FBgn0261456	hpo
M9NDG8	FBgn0031860	CG11236
A1ZBM3	FBgn0034452	Oseg6
Q9VNR6	FBgn0010830	l(3)04053
Q9VN73	FBgn0037290	CG1124
A8E6R2	FBgn0037186	CG11241
A1ZBM2	FBgn0034451	TBCB
Q9VNZ3	FBgn0037121	Rpb8
Q9VNZ4	FBgn0037120	CG11247
Q9VNZ7	FBgn0037117	CG11248
Q9VNZ9	FBgn0037115	CG11249
Q9VU50	FBgn0036346	CG11251
Q9VU41	FBgn0266709	Zmynd10
Q9VNS0	FBgn0016034	mael
Q9VU39	FBgn0036337	Adk2
A1ZBK6	FBgn0034442	CG11257
Q9VU36	FBgn0036335	mRpL20
Q9VU34	FBgn0036333	MICAL-like
Q9I7P3	FBgn0037280	BBS5
Q9VU33	FBgn0036332	Cul6
Q9VU30	FBgn0036329	CG11262
Q9VU31	FBgn0036330	CG11263
Q7KVS9	FBgn0030049	Trf4-1
X2JDG0	FBgn0031883	Caper
Q9VU35	FBgn0036334	CG11267
Q9VU37	FBgn0036336	ste14
Q9W286	FBgn0034700	CG11269
P80455	FBgn0286213	RpS12
Q9VU43	FBgn0036340	Srrm1
Q9W279	FBgn0034706	CG11275
P41042	FBgn0011284	RpS4
Q9VU45	FBgn0036341	Syx13
Q9VU46	FBgn0036342	CG11279
Q9VIB0	FBgn0015577	alpha-Est9
M9PFH7	FBgn0010452	trn
Q9VU52	FBgn0086916	snky
Q0E8F0	FBgn0023095	caps
Q9W3C8	FBgn0030056	CAH3
A0A0B4K605	FBgn0037516	CG11286
Q9VM44	FBgn0031887	Ugt307A1
Q7JZB4	FBgn0037279	CG1129
Q9W1A9	FBgn0034975	enok
Q9W272	FBgn0034713	CG11291
Q9W3C6	FBgn0030058	CG11294
Q24371	FBgn0013548	l(2)dtl
Q9W262	FBgn0034721	CG11298
Q9W1K5	FBgn0034897	Sesn
Q9VZK2	FBgn0004880	scrt
Q9W1K1	FBgn0034901	CG11300
Q9W256	FBgn0034726	PolE4
Q2MGN3	FBgn0020372	TM4SF
Q9VAQ1	FBgn0039631	Sirt7
Q9VP06	FBgn0037108	Alg11
B5RJJ4	FBgn0037106	CG11307
Q9VP40	FBgn0002842	sa
Q9VP52	FBgn0037070	CG11309
A0A0B4K6L1	FBgn0015569	alpha-Est10
Q9VP56	FBgn0037067	Cpr78Ca
Q9W2R4	FBgn0011674	insc
A0A0B4KI65	FBgn0039798	CG11313
Q9VA42	FBgn0039800	Npc2g
Q9VA41	FBgn0039801	Npc2h
A0A0B4KI67	FBgn0039816	CG11317
Q8SZ78	FBgn0039818	CG11318
X2J9P4	FBgn0031835	CG11319
Q02360	FBgn0004895	FoxL1
Q4V3F0	FBgn0031837	DIP-iota
Q8IPJ3	FBgn0031857	LUBEL
Q9VM89	FBgn0031856	CG11322
Q9VM91	FBgn0031854	TTLL3A
Q0E8S7	FBgn0025777	homer
Q9VM96	FBgn0025595	AkhR
Q9VM97	FBgn0031850	Tsp
Q9VM98	FBgn0031849	CG11327
A8DYW5	FBgn0028703	Nhe3
Q9VMA0	FBgn0031848	Nse1
P39768	FBgn0003002	opa
Q960N3	FBgn0000351	cort
Q9V3N1	FBgn0028990	Spn27A
Q9V9X3	FBgn0039850	CG11333
Q9V9X4	FBgn0039849	CG11334
Q9V9X5	FBgn0039848	Loxl1
Q9V9X7	FBgn0039846	PNPase
Q9VZJ9	FBgn0035483	Mul1
Q9V9Y4	FBgn0039840	pHCl-2
Q9VZD2	FBgn0035537	CG11342
Q9VZC0	FBgn0035546	CG11345
Q9VZC7	FBgn0035542	DOR
P04755	FBgn0000038	nAChRbeta1
Q9VZB5	FBgn0035550	CG11349
Q9VZJ3	FBgn0263832	Rcd5
Q9VZB3	FBgn0035552	CG11350
Q7KAH0	FBgn0027339	jim
Q9VZA7	FBgn0035557	CG11353
M9PJE4	FBgn0026411	Lim1
Q9VYP6	FBgn0030375	CG11356
Q9VZA6	FBgn0035558	CG11357
Q9VZJ2	FBgn0035490	CG1136
Q9V4F3	FBgn0039920	CG11360
Q9W242	FBgn0034737	CG11362
Q9VNR8	FBgn0037185	CG11367
Q9W3Q8	FBgn0040923	CG11368
Q9I7W4	FBgn0029951	CG11369
Q9VI32	FBgn0037454	CG1137
M9PG09	FBgn0037181	CG11370
Q9V474	FBgn0067779	dbr
E1JHQ0	FBgn0031213	galectin
Q9VNK1	FBgn0040679	CG11373
Q9VPI7	FBgn0031214	CG11374
Q9VC36	FBgn0039227	polybromo
Q9VPI9	FBgn0031216	Zir
M9PDP6	FBgn0031217	CG11377
Q9V3I0	FBgn0040364	CG11378
Q9V3A3	FBgn0040362	CG11379
Q9VI34	FBgn0037456	CG1138
Q9W5A9	FBgn0040359	CG11380
Q9W5A7	FBgn0029568	CG11381
Q9V3C6	FBgn0040367	CG11382
Q9V3E4	FBgn0040363	CG11384
P10180	FBgn0004198	ct
Q9W1D1	FBgn0034959	Xxylt
Q9W056	FBgn0035300	CG1139
Q9W1C9	FBgn0011695	EbpIII
Q9VDU2	FBgn0038732	CG11391
Q7K533	FBgn0034200	Gbp2
Q9VPB6	FBgn0037022	CG11396
Q9V3A7	FBgn0015391	glu
Q9V3X8	FBgn0040366	CG11398
Q9VPB7	FBgn0037021	CG11399
Q9W058	FBgn0035298	SCOT
Q7JV39	FBgn0034198	CG11400
Q9VNT5	FBgn0037170	Trxr-2
Q9XZS9	FBgn0026876	CG11403
M9PG85	FBgn0037169	CG11404
Q9XZS8	FBgn0028550	Atf3
Q59E63	FBgn0034990	CG11406
Q9VDU1	FBgn0038733	CG11407
O46099	FBgn0024366	CG11409
O76904	FBgn0004650	fs(1)N
Q95RC0	FBgn0024362	Naa30A
Q9W152	FBgn0035022	CG11413
Q9W149	FBgn0035024	CG11414
O46101	FBgn0024361	Tsp2A
Q9W148	FBgn0035025	uri
O46307	FBgn0024364	CG11417
O46102	FBgn0024360	MTPAP
Q9V831	FBgn0034231	APC10
Q8STI6	FBgn0037504	CG1142
O46308	FBgn0000826	png
P54193	FBgn0011281	Obp83a
Q23970	FBgn0010403	Obp83b
A1ZAW7	FBgn0034251	ND-51L1
Q9VNT8	FBgn0037167	CG11425
Q9VNT9	FBgn0037166	CG11426
Q9W4K1	FBgn0003210	rb
Q9VZZ1	FBgn0035359	CG1143
Q9U6B8	FBgn0041585	Orai
Q9W4J6	FBgn0029713	CG11436
Q9VNU0	FBgn0037165	CG11437
Q9VNU1	FBgn0037164	CG11438
Q9VNU2	FBgn0037163	laza
Q9W4J4	FBgn0029715	CG11444
Q9VDT6	FBgn0038737	CG11447
O76878	FBgn0024985	Rilpl
Q9VNU3	FBgn0037162	CG11449
Q9VPI8	FBgn0002931	net
M9PIC9	FBgn0037025	Spc105R
Q9VDU0	FBgn0038734	CG11453
Q9VPK4	FBgn0031224	CG11454
Q7K1C0	FBgn0031228	ND-15
Q6NL58	FBgn0037031	CG11456
Q9VP98	FBgn0040637	CG11458
Q9VNK6	FBgn0037396	CG11459
Q9W009	FBgn0035346	CG1146
Q9VG82	FBgn0038037	Cyp9f2
Q9VNM1	FBgn0037408	NPFR
Q9VAK2	FBgn0039671	CG11470
Q8MSW0	FBgn0027086	IleRS
Q9W299	FBgn0034688	CG11474
Q9W2A0	FBgn0034687	CG11475
Q9VNM3	FBgn0037410	Osi2
A0A0B4KEM3	FBgn0011659	Mlh1
Q95RR8	FBgn0035397	PAN3
Q9VPL3	FBgn0031231	mRpL10
Q9VNV0	FBgn0025702	Srpk79D
Q9VIA4	FBgn0015770	MstProx
Q9VPL5	FBgn0031233	Tbc1d15-17
Q24206	FBgn0283451	br
Q9VZU2	FBgn0024194	rasp
A0A1Z1CH18	FBgn0039749	CG11498
Q9VNM4	FBgn0037411	Osi3
Q9VAL0	FBgn0040623	Spase12
Q9VAK8	FBgn0039666	Diedel
P16375	FBgn0003651	svp
Q7K4R2	FBgn0039733	CG11504
Q9I7T7	FBgn0035424	Larp4B
Q9XZ15	FBgn0027527	Osi6
Q9VG96	FBgn0010040	GstD4
Q6J5K9	FBgn0041164	armi
P35832	FBgn0004369	Ptp99A
Q9V9W8	FBgn0043900	pygo
P18173	FBgn0001112	Gld
Q9V9W3	FBgn0039857	RpL6
Q9VNV2	FBgn0037156	CG11523
Q95TJ9	FBgn0039858	CycG
Q9VZQ9	FBgn0035437	Strip
Q9VMD9	FBgn0011722	Tig
Q9VTV2	FBgn0036264	CG11529
Q9VNM7	FBgn0037414	Osi7
Q8IMC6	FBgn0039908	Asator
Q9VTT9	FBgn0046296	DEF8
Q6NLL3	FBgn0035400	CG11537
Q9V9V9	FBgn0039859	CG11539
Q9VNN2	FBgn0037419	Osi12
Q7JX82	FBgn0010504	kermit
Q9VNN6	FBgn0040279	Osi14
Q9V9V4	FBgn0039864	CG11550
Q7KUL4	FBgn0025776	ind
Q9VUJ4	FBgn0036465	Rpn12R
Q8SXU0	FBgn0086856	CG11555
Q6AWM2	FBgn0030230	Rph
A0A0S0WNE9	FBgn0036249	CG11560
P91682	FBgn0003444	smo
Q9VPN3	FBgn0031247	CG11562
Q9V9U9	FBgn0039868	CG11563
Q7JUQ5	FBgn0031159	CG11566
Q27597	FBgn0015623	Cpr
Q9VNN7	FBgn0037424	Osi15
Q9V9T2	FBgn0039879	Ir100a
Q9V9S9	FBgn0039882	Rift
Q9VVW7	FBgn0036847	CNPYb
P18824	FBgn0000117	arm
Q9VNA0	FBgn0037310	Tim17b1
Q9VY61	FBgn0030540	CG11581
Q9VZE5	FBgn0261952	srw
Q9VZE6	FBgn0035524	CG11583
Q8IR58	FBgn0030541	CG11584
Q9VY58	FBgn0030543	CG11585
Q9VZF0	FBgn0035520	CG11586
Q9VTQ5	FBgn0036221	CG11588
Q9VZG7	FBgn0028664	VhaM9.7-c
Q9VY55	FBgn0030545	CG11590
Q9VZJ1	FBgn0035491	Dpy-30L2
Q9VPN2	FBgn0025686	Amnionless
Q9VZJ4	FBgn0035488	CG11593
Q9VZJ8	FBgn0035484	CG11594
Q9I7X6	FBgn0023522	CG11596
Q95TV5	FBgn0036212	CG11597
Q0KI77	FBgn0038067	CG11598
Q9VG48	FBgn0038068	CG11600
Q9VPM9	FBgn0031244	CG11601
Q9VPM5	FBgn0086912	mbm
Q9VPM0	FBgn0283652	Rpp30
P10035	FBgn0001170	H2.0
Q9VG47	FBgn0038069	CG11608
Q9VNA4	FBgn0037313	CG1161
Q9VTN3	FBgn0036204	Tim13
Q9VVV9	FBgn0002945	nkd
Q9VPL4	FBgn0031232	CG11617
Q9VVV4	FBgn0036836	CG11619
Q7K3H0	FBgn0015278	Pi3K68D
Q9VDG2	FBgn0026056	Rlip
P0CG69	FBgn0003943	Ubi-p63E
Q9VDX1	FBgn0038705	CG11626
Q0E8N2	FBgn0086779	step
Q9V9P9	FBgn0032965	CG11629
Q24320	FBgn0003275	RpII18
Q9V9Q1	FBgn0032964	CG11630
Q9V9P6	FBgn0032968	CG11634
Q5BI51	FBgn0033283	CG11635
Q9VVT9	FBgn0036822	NijB
Q8SYN0	FBgn0040351	CG11638
Q9W5B9	FBgn0040338	TfIIA-S-2
Q9W5C2	FBgn0040340	TRAM
P09087	FBgn0000015	Abd-B
P37160	FBgn0004430	LysS
P02839	FBgn0002531	Lcp1
Q9VTM2	FBgn0036194	Dph1
Q27580	FBgn0014455	Ahcy
Q9VXV4	FBgn0030638	CG11655
Q9VG03	FBgn0038109	CG11656
Q9VTM4	FBgn0036196	CG11658
Q9VDU3	FBgn0038731	CG11659
Q9VTL5	FBgn0036187	RIOK1
A8JNU6	FBgn0010352	Nc73EF
Q9W5C5	FBgn0029539	CG11663
Q9V3J7	FBgn0040341	CG11664
Q7JWI7	FBgn0033028	hrm
Q9VRD2	FBgn0040648	CG11666
Q8MS90	FBgn0038113	CG11668
A1Z7F2	FBgn0033296	Mal-A7
P04388	FBgn0003206	Ras64B
A8JQZ4	FBgn0038114	CG11670
Q9VHT9	FBgn0037562	Nazo
Q9VHT8	FBgn0037563	CG11672
Q9VY49	FBgn0030551	CG11674
P45890	FBgn0011741	Arp6
Q9VXQ8	FBgn0030678	CG11679
Q59E04	FBgn0041707	7B2
P24785	FBgn0002774	mle
Q9VFX9	FBgn0040551	CG11686
Q9VNP0	FBgn0037428	Osi18
A0A0B4K6X8	FBgn0037570	CG11693
Q9VHT0	FBgn0037571	CG11694
E1JJI1	FBgn0030316	CG11695
Q9VYX2	FBgn0030314	CG11696
M9PH97	FBgn0030313	Reepl1
Q8MSM9	FBgn0037572	CG11698
Q9VYX5	FBgn0030311	CG11699
R9PY16	FBgn0029856	CG11700
Q9V3Q7	FBgn0038690	CG11703
Q9VYX7	FBgn0030310	PGRP-SA
P61855	FBgn0004552	Akh
Q9VRA1	FBgn0031115	CG11710
Q8IQG1	FBgn0259481	Mob2
Q9VTJ5	FBgn0036170	CG11714
Q9VYY4	FBgn0030304	Cyp4g15
Q9VAW8	FBgn0002865	Mst98Ca
Q9VNB2	FBgn0264712	CG1172
P02840	FBgn0003373	Sgs3
Q9VH39	FBgn0037777	CG11722
Q9VQ77	FBgn0031391	CG11723
Q9VTH9	FBgn0036156	CG11726
Q9VYY9	FBgn0262740	Evi5
A0A1Z1CGZ7	FBgn0037589	Obp85a
Q9VR91	FBgn0031107	HERC2
Q9VHQ7	FBgn0037590	Or85b
Q9VHQ5	FBgn0037592	CG11737
Q9VR89	FBgn0027334	l(1)G0004
Q9VN13	FBgn0037239	Sfxn1-3
A8JQV5	FBgn0040531	CG11741
Q9VHQ2	FBgn0037594	Or85d
Q9VR94	FBgn0031109	Obp19a
Q9VYZ8	FBgn0287454	Pa1
Q9VZ01	FBgn0030292	CG11752
A0A0B4KFH6	FBgn0037603	CG11753
Q9VHN3	FBgn0037611	CG11755
Q9VZ03	FBgn0030290	CG11756
A8JUR4	FBgn0028421	Kap3
P54194	FBgn0011282	Obp84a
Q8INQ3	FBgn0037615	CG11760
Q7JVK6	FBgn0033528	trsn
Q9VHM6	FBgn0037618	ouib
Q7JX87	FBgn0033518	Prx2540-2
P81913	FBgn0026394	Or24a
Q9VHM0	FBgn0037625	CG11768
Q9V4Z9	FBgn0002552	lin
Q9VC06	FBgn0039252	CG11771
Q9VHL4	FBgn0037630	Ir85a
Q8MKJ6	FBgn0033527	CG11777
A1Z7N3	FBgn0033371	CNT1
Q9VDZ8	FBgn0038683	CG11779
Q9VBZ9	FBgn0039258	beta4GalT7
Q9VBZ8	FBgn0039259	EMC6
Q24143	FBgn0015240	Hr96
Q7JVI6	FBgn0033381	GstE13
Q8SXY6	FBgn0045866	bai
Q9VBZ2	FBgn0039264	CG11786
Q4V3Z5	FBgn0034495	CG11788
Q08694	FBgn0004425	LysB
A0A0B4KHU4	FBgn0039265	CG11790
Q8IMU1	FBgn0039266	CG11791
P61851	FBgn0003462	Sod1
Q961W1	FBgn0036992	Hpd
Q9V8Y2	FBgn0034468	Obp56a
Q7YU81	FBgn0015371	chn
M9PF47	FBgn0036134	FoxK
P37159	FBgn0004428	LysE
A8JNR0	FBgn0036128	Elo68beta
Q9VYT1	FBgn0030346	BORCS5
Q7JUY7	FBgn0029092	ced-6
Q7K490	FBgn0033996	CG11807
Q7K1H5	FBgn0034000	CG11808
Q9VTB3	FBgn0036099	CG11811
Q9W057	FBgn0035299	CG11815
Q9VYC0	FBgn0030495	CG11816
Q9VBY6	FBgn0039270	PQBP1
Q9VE01	FBgn0038680	Cyp12a5
Q9VPQ8	FBgn0031261	nAChRbeta3
A0A0B4KEI1	FBgn0033519	CG11825
Q9VAR7	FBgn0039616	CG11828
Q9VAQ9	FBgn0041780	Ssl2
Q9VPR2	FBgn0031264	CG11835
Q9VBY4	FBgn0039272	CG11836
Q9VAQ5	FBgn0039627	CG11837
Q9VPR0	FBgn0260933	rempA
Q9VBY5	FBgn0039271	CG11839
Q9VPQ7	FBgn0031260	Spp
Q9VAQ4	FBgn0039628	CG11841
Q9VAQ3	FBgn0039629	CG11842
Q9VAQ2	FBgn0039630	CG11843
Q960D3	FBgn0046214	vig2
Q9VBX1	FBgn0259152	Clbn
Q9VBX0	FBgn0039282	Bili
Q9VBW6	FBgn0039286	dan
Q9VBV8	FBgn0039293	Alg9
Q9VBV4	FBgn0039297	CG11852
Q9VBV3	FBgn0039298	to
Q9VBV1	FBgn0039299	CG11854
A0A0B4K7J2	FBgn0039302	Nup358
A0A140SRF8	FBgn0039303	CG11857
Q9VBU4	FBgn0039305	CG11858
Q9VBU2	FBgn0039306	RIOK2
Q9VJN9	FBgn0028944	Semp1
Q9V402	FBgn0028947	CG11865
Q7K2J4	FBgn0033486	dmpd
A0A0B4KI51	FBgn0039633	CG11873
Q9VAP8	FBgn0039634	alpha-Man-Ib
Q9VBU8	FBgn0039301	Nup37
Q7K5K3	FBgn0039635	Pdhb
Q9VAP6	FBgn0039636	Atg14
Q9VBT8	FBgn0039310	CG11878
Q9VAP3	FBgn0039637	Ctl2
Q9VAP2	FBgn0039638	dgt6
Q9VAN8	FBgn0039642	CG11882
A8DY95	FBgn0033538	CG11883
Q9VPP7	FBgn0031253	CG11885
Q9VAN6	FBgn0041186	Slbp
Q7K4B3	FBgn0033540	Elp2
Q9V3P6	FBgn0028692	Rpn2
Q9VBU0	FBgn0039308	CG11889
A0A1Z1CH25	FBgn0039309	CG11891
Q7K025	FBgn0039313	CG11892
Q9VBT2	FBgn0039316	CG11893
Q9V5N8	FBgn0024836	stan
A0A0B4KHA0	FBgn0038488	m-cup
Q961D3	FBgn0039644	rdog
Q9VAN4	FBgn0039645	CG11898
Q9VAN0	FBgn0014427	CG11899
Q9VAM9	FBgn0039650	Mesh1
Q9NJH0	FBgn0029176	eEF1gamma
Q9VBR8	FBgn0028647	CG11902
Q8IQQ1	FBgn0036678	CG11905
Q8SXZ6	FBgn0034425	CG11906
Q9VPP0	FBgn0031250	Ent1
Q9VBR7	FBgn0027376	rha
Q9VBR6	FBgn0261575	tobi
Q9VBR3	FBgn0039332	alrm
Q9VPN8	FBgn0031249	CG11911
Q9VPN7	FBgn0031248	CG11912
Q9VBR4	FBgn0039331	ND-49L
A1Z8D1	FBgn0033564	Pex6
Q9VBY2	FBgn0039274	CG11920
P32028	FBgn0004897	fd96Ca
P32029	FBgn0004898	fd96Cb
P20385	FBgn0000286	Cf2
Q9VR38	FBgn0031640	Mon1
Q9VR36	FBgn0031638	CG11927
X2JD52	FBgn0031620	CG11929
Q9VNI0	FBgn0037375	kat-60L1
Q24049	FBgn0086782	amn
M9MSQ5	FBgn0261811	pico
Q9VWC4	FBgn0026175	SkpC
Q9VWC3	FBgn0031074	SkpE
Q8IQV9	FBgn0031078	Nup205
Q9V8R9	FBgn0010434	cora
Q0KI00	FBgn0263236	SP1029
Q0KHZ9	FBgn0015622	Cnx99A
Q4U2G8	FBgn0034436	CG11961
Q9VHJ8	FBgn0037643	ScsbetaA
Q9VHJ7	FBgn0037644	CG11964
Q9VHJ6	FBgn0286204	ich
A0A0B4LGX6	FBgn0037646	CAHbeta
Q9VHJ4	FBgn0037647	RagA-B
Q9Y0Z1	FBgn0027503	CG11970
Q9VHJ3	FBgn0260243	E(var)3-9
Q9VHJ2	FBgn0037648	CG11975
Q9VHJ0	FBgn0037650	CG11977
Q7JZF5	FBgn0033571	Rpb5
Q8INP9	FBgn0037652	CG11980
Q9XYN7	FBgn0026380	Prosbeta3
Q9VHI7	FBgn0037653	Iru
Q9VHI6	FBgn0037654	CG11983
Q95RX5	FBgn0037655	Kcmf1
Q9VHI4	FBgn0040534	Sf3b5
Q9VHI3	FBgn0037656	CG11986
O15945	FBgn0264075	tgo
P29503	FBgn0002932	neur
Q9VT75	FBgn0263251	vnc
Q9VHI1	FBgn0037657	hyx
Q94527	FBgn0014018	Rel
Q9V451	FBgn0028708	Mst85C
Q9VHH7	FBgn0037661	Ada
Q9VHH5	FBgn0037662	CG11997
Q9VNA3	FBgn0037312	CG11999
